episodio,recompensa,sucesso,epsilon
273,458.2842712474619,1,0.2532352299289372
274,-13104.022941621432,0,0.2519690537792925
275,284.0555127546399,1,0.2507092085103961
276,-11707.948586410648,0,0.2494556624678441
277,-3911.3095298802846,1,0.24820838415550486
278,-6052.1432234456315,1,0.24696734223472733
279,490.0,1,0.2457325055235537
280,-6429.058178892834,1,0.24450384299593592
281,-359.0557280900007,1,0.24328132378095624
282,162.0587727318528,1,0.24206491716205145
283,470.16609194718916,1,0.2408545925762412
284,464.0997512422418,1,0.23965031961336
285,-12511.988980965965,0,0.2384520680152932
286,470.0907220343745,1,0.23725980767521673
287,362.3606797749979,1,0.23607350863684065
288,470.97056274847716,1,0.23489314109365644
289,466.88061301782113,1,0.23371867538818816
290,162.04345773288532,1,0.23255008201124722
291,-1259.9565422671144,1,0.231387331601191
292,426.4969134626332,1,0.23023039494318503
293,-1642.2678625053636,1,0.2290792429684691
294,399.4461658466321,1,0.22793384675362674
295,-5730.0910031998,1,0.22679417751985861
296,411.3836120259083,1,0.22566020663225933
297,-4907.77845944745,1,0.22453190559909803
298,-11532.944271909999,0,0.22340924607110255
299,-1706.7684537882724,1,0.22229219984074702
300,24.34500931320963,1,0.2211807388415433
301,-1069.7509690068055,1,0.22007483514733558
302,-1121.014288630928,1,0.2189744609715989
303,123.2046505340852,1,0.2178795886667409
304,430.2099463490856,1,0.2167901907234072
305,396.0,1,0.21570623976979014
306,394.8035085019828,1,0.21462770857094118
307,444.0768096208106,1,0.21355457002808648
308,-390.7953494659147,1,0.21248679717794605
309,-12289.004746369948,0,0.21142436319205632
310,399.41640786499875,1,0.21036724137609603
311,-15080.0,0,0.20931540516921554
312,366.4969134626332,1,0.20826882814336947
313,-2119.5746591928964,1,0.20722748400265262
314,-545.8099537805422,1,0.20619134658263935
315,-542.4823263874403,1,0.20516038984972615
316,-1327.5906989318294,1,0.2041345879004775
317,-8895.364357873448,1,0.2031139149609751
318,-10355.68901115719,1,0.20209834538617025
319,167.6204993518133,1,0.2010878536592394
320,486.0,1,0.2000824143909432
321,-118.6761924206188,1,0.19908200231898848
322,-579.7784594474504,1,0.19808659230739353
323,424.6833281282527,1,0.19709615934585656
324,398.4390889145858,1,0.19611067854912728
325,428.46309242345563,1,0.19513012515638165
326,366.4093010681705,1,0.19415447453059972
327,448.64911064067354,1,0.19318370215794672
328,-517.373584168344,1,0.192217783647157
329,-9288.392982996034,1,0.1912566947289212
330,484.08318915758457,1,0.1903004112552766
331,-745.1964914980172,1,0.18934890919900021
332,448.9736659610103,1,0.18840216465300522
333,-2316.3210306065034,1,0.18746015382974018
334,-284.36669234721603,1,0.1865228530605915
335,-381.40588291844335,1,0.18559023879528855
336,464.14213562373095,1,0.1846622876013121
337,-945.5030865373672,1,0.18373897616330553
338,-3273.4746469967354,1,0.182820281282489
339,-1511.715728752538,1,0.18190617987607657
340,432.05259518088087,1,0.18099664897669618
341,-293.0715016068539,1,0.1800916657318127
342,360.422205101856,1,0.17919120740315364
343,184.05551275464,1,0.17829525136613786
344,487.65685424949237,1,0.17740377510930716
345,-13865.848826382766,0,0.17651675623376062
346,476.4721359549996,1,0.1756341724525918
347,424.3960780543712,1,0.17475600159032884
348,189.24099870362664,1,0.17388222158237718
349,474.1107702762748,1,0.1730128104744653
350,486.94427190999915,1,0.17214774642209296
351,344.41487374764085,1,0.1712870076899825
352,264.4969134626332,1,0.17043057265153258
353,-544.423411543888,1,0.16957841978827493
354,-256.42341154388805,1,0.16873052768933355
355,-11008.706234591224,1,0.1678868750508869
356,500,1,0.16704744067563246
357,373.6988664825584,1,0.1662122034722543
358,-18.392982996034448,1,0.16538114245489302
359,-357.91681084241554,1,0.16455423674261854
360,-829.0557280900009,1,0.16373146555890544
361,73.51767361255992,1,0.16291280823111093
362,414.0,1,0.16209824418995536
363,-1033.1193869821784,1,0.16128775296900558
364,-727.5868887685324,1,0.16048131420416054
365,490.0,1,0.15967890763313974
366,102.63564212655268,1,0.15888051309497406
367,484.9736659610103,1,0.1580861105294992
368,488.16552506059645,1,0.1572956799768517
369,484.738633753706,1,0.15650920157696743
370,372.407206622349,1,0.1557266555690826
371,-12942.583425702269,0,0.1549480222912372
372,454.0,1,0.15417328217978102
373,479.40939982143925,1,0.1534024157688821
374,386.4924225024706,1,0.1526354036900377
375,-11256.586393320184,0,0.1518722266715875
376,-12002.854985131431,0,0.15111286553822956
377,-7302.63691661546,1,0.15035730121053842
378,380.4131112314674,1,0.14960551470448571
379,472.4390889145858,1,0.14885748713096328
380,-366.70623459122305,1,0.14811319969530845
381,473.9089968002003,1,0.1473726336968319
382,486.77032961426903,1,0.14663577052834775
383,-1146.0,1,0.14590259167570602
384,-13119.847997913248,0,0.1451730787173275
385,-15354.0,0,0.14444721332374086
386,488.1107702762748,1,0.14372497725712216
387,409.85677655436825,1,0.14300635237083656
388,144.41487374764074,1,0.14229132060898236
389,-289.59069893182925,1,0.14157986400593744
390,-497.3735841683441,1,0.14087196468590776
391,424.6833281282527,1,0.14016760486247823
392,490.0,1,0.13946676683816583
393,483.6204993518133,1,0.138769433003975
394,487.211102550928,1,0.13807558583895513
395,-75.44235880780059,1,0.13738520790976036
396,490.0,1,0.13669828187021155
397,486.4852813742386,1,0.13601479046086049
398,118.87817782917159,1,0.1353347165085562
399,-5562.150282309656,1,0.1346580429260134
400,-346.96343094263364,1,0.13398475271138335
401,455.6789693934969,1,0.13331482894782642
